LP|Substancja czynna|Nazwa  postać i dawka|Zawartość opakowania|Numer GTIN lub inny kod jednoznacznie identyfikujący produkt|Termin wejścia w życie decyzji|Okres obowiązywania decyzji|Grupa limitowa|Urzędowa cena zbytu|Cena hurtowa brutto|Cena detaliczna|Wysokość limitu finansowania|Zakres wskazań objętych refundacją|Zakres wskazań pozarejestracyjnych objętych refundacją|Poziom odpłatności|Wysokość dopłaty świadczeniobiorcy
3283|Rivastigminum|Rivastigmine Mylan, kaps. twarde, 4.5 mg|28 szt.|05909990803781|2019-05-01  - dla kolumny M, 2019-09-01  - dla kolumny N|3 lata - dla kolumny M, 3 lata - dla kolumny N|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|21,60|22,68|26,39|13,65|Choroba Alzheimera|otępienie z ciałami Lewy'ego|30%|16,84
3284|Rivastigminum|Rivastigmine Mylan, kaps. twarde, 4.5 mg|56 szt.|05909990803804|2019-05-01  - dla kolumny M, 2019-09-01  - dla kolumny N|3 lata - dla kolumny M, 3 lata - dla kolumny N|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|43,41|45,58|51,40|27,30|Choroba Alzheimera|otępienie z ciałami Lewy'ego|30%|32,29
3285|Rivastigminum|Rivastigmine Mylan, system transdermalny, plaster, 4.6 mg/24h|30 szt.|05909991078294|2020-09-01|3 lata|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|59,40|62,37|66,16|14,16|Choroba Alzheimera||30%|56,25
3286|Rivastigminum|Rivastigmine Mylan, kaps. twarde, 6 mg|28 szt.|05909990804085|2019-05-01  - dla kolumny M, 2019-09-01  - dla kolumny N|3 lata - dla kolumny M, 3 lata - dla kolumny N|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|28,73|30,17|34,63|18,20|Choroba Alzheimera|otępienie z ciałami Lewy'ego|30%|21,89
3287|Rivastigminum|Rivastigmine Mylan, kaps. twarde, 6 mg|56 szt.|05909990804108|2019-05-01  - dla kolumny M, 2019-09-01  - dla kolumny N|3 lata - dla kolumny M, 3 lata - dla kolumny N|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|57,24|60,10|67,02|36,40|Choroba Alzheimera|otępienie z ciałami Lewy'ego|30%|41,54
3288|Rivastigminum|Rivastigmine Mylan, system transdermalny, plaster, 9.5 mg/24h|30 szt.|05909991078348|2020-09-01|3 lata|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|120,96|127,01|133,06|29,25|Choroba Alzheimera||30%|112,59
3289|Rivastigminum|Rywastygmina Apotex/Rywastygmina Aurovitas, system transdermalny, plaster, 4.6 mg/24 h|30 szt.|05909991067595|2021-09-01|3 lata|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|63,72|66,91|70,70|14,16|Choroba Alzheimera||30%|60,79
3290|Rivastigminum|Rywastygmina Apotex/Rywastygmina Aurovitas, system transdermalny, plaster, 9.5 mg/24h|30 szt.|05909991067632|2019-03-01|3 lata|186.0, Leki psychoanaleptyczne - Inhibitory acetylocholinoesterazy stosowane w leczeniu choroby Alzheimera|129,12|135,58|141,63|29,25|Choroba Alzheimera||30%|121,16
3291|Ropinirolum|Aparxon PR, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990877683|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|21,55|22,63|28,22|24,19|Choroba i zespół Parkinsona||30%|11,29
3292|Ropinirolum|Aparxon PR, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990878000|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|43,42|45,59|54,21|48,39|Choroba i zespół Parkinsona||30%|20,34
3293|Ropinirolum|Aparxon PR, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990878086|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|91,37|95,94|108,56|96,78|Choroba i zespół Parkinsona||30%|40,81
3294|Ropinirolum|ApoRopin, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990992607|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|31,56|33,14|38,74|24,19|Choroba i zespół Parkinsona||30%|21,81
3295|Ropinirolum|ApoRopin, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990992683|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|63,12|66,28|74,90|48,39|Choroba i zespół Parkinsona||30%|41,03
3296|Ropinirolum|ApoRopin, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990992775|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|126,23|132,54|145,16|96,78|Choroba i zespół Parkinsona||30%|77,41
3297|Ropinirolum|Aropilo, tabl. powl., 0.25 mg|210 szt.|05909990731954|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|27,43|28,80|34,16|22,68|Choroba i zespół Parkinsona||30%|18,28
3298|Ropinirolum|Aropilo, tabl. powl., 0.5 mg|21 szt.|05909990731985|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|5,83|6,12|7,66|4,54|Choroba i zespół Parkinsona||30%|4,48
3299|Ropinirolum|Aropilo, tabl. powl., 1 mg|21 szt.|05909990732074|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|11,01|11,56|14,38|9,07|Choroba i zespół Parkinsona||30%|8,03
3300|Ropinirolum|Aropilo, tabl. powl., 2 mg|21 szt.|05909990732227|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|21,92|23,02|27,60|18,15|Choroba i zespół Parkinsona||30%|14,90
3301|Ropinirolum|Aropilo, tabl. powl., 5 mg|21 szt.|05909990732333|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|45,36|47,63|55,92|45,36|Choroba i zespół Parkinsona||30%|24,17
3302|Ropinirolum|Aropilo SR, tabl. o przedł. uwalnianiu, 2 mg|28 szt.|05909990998586|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|25,92|27,22|32,81|24,19|Choroba i zespół Parkinsona||30%|15,88
3303|Ropinirolum|Aropilo SR, tabl. o przedł. uwalnianiu, 4 mg|28 szt.|05909990998982|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|52,92|55,57|64,19|48,39|Choroba i zespół Parkinsona||30%|30,32
3304|Ropinirolum|Aropilo SR, tabl. o przedł. uwalnianiu, 8 mg|28 szt.|05909990999156|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|102,60|107,73|120,35|96,78|Choroba i zespół Parkinsona||30%|52,60
3305|Ropinirolum|Ceurolex SR, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909991049294|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|23,76|24,95|30,54|24,19|Choroba i zespół Parkinsona||30%|13,61
3306|Ropinirolum|Ceurolex SR, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909991049355|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|56,48|59,30|67,92|48,39|Choroba i zespół Parkinsona||30%|34,05
3307|Ropinirolum|Ceurolex SR, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909991049393|2019-05-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|113,40|119,07|131,69|96,78|Choroba i zespół Parkinsona||30%|63,94
3308|Ropinirolum|Nironovo SR, tabl. o przedł. uwalnianiu, 2 mg|28 szt.|05909990990085|2018-03-01|5 lat|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|31,65|33,23|38,82|24,19|Choroba i zespół Parkinsona||30%|21,89
3309|Ropinirolum|Nironovo SR, tabl. o przedł. uwalnianiu, 4 mg|28 szt.|05909990990092|2018-03-01|5 lat|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|63,31|66,48|75,10|48,39|Choroba i zespół Parkinsona||30%|41,23
3310|Ropinirolum|Nironovo SR, tabl. o przedł. uwalnianiu, 8 mg|28 szt.|05909990990108|2018-03-01|5 lat|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|126,61|132,94|145,56|96,78|Choroba i zespół Parkinsona||30%|77,81
3311|Ropinirolum|Polpix SR, tabl. o przedł. uwalnianiu, 2 mg|28 szt.|05909990988198|2021-09-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|31,64|33,22|38,81|24,19|Choroba i zespół Parkinsona||30%|21,88
3312|Ropinirolum|Polpix SR, tabl. o przedł. uwalnianiu, 4 mg|28 szt.|05909990988204|2021-09-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|63,29|66,45|75,07|48,39|Choroba i zespół Parkinsona||30%|41,20
3313|Ropinirolum|Polpix SR, tabl. o przedł. uwalnianiu, 8 mg|28 szt.|05909990988242|2021-09-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|126,60|132,93|145,55|96,78|Choroba i zespół Parkinsona||30%|77,80
3314|Ropinirolum|Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990983582|2019-11-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|31,10|32,66|38,25|24,19|Choroba i zespół Parkinsona||30%|21,32
3315|Ropinirolum|Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990983803|2019-11-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|62,21|65,32|73,94|48,39|Choroba i zespół Parkinsona||30%|40,07
3316|Ropinirolum|Repirol SR, tabl. doustne o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990983971|2019-11-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|125,93|132,23|144,86|96,78|Choroba i zespół Parkinsona||30%|77,11
3317|Ropinirolum|Requip, tabl. powl., 0.5 mg|21 szt.|05909990013685|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|5,80|6,09|7,63|4,54|Choroba i zespół Parkinsona||30%|4,45
3318|Ropinirolum|Requip, tabl. powl., 1 mg|21 szt.|05909990013890|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|11,01|11,56|14,38|9,07|Choroba i zespół Parkinsona||30%|8,03
3319|Ropinirolum|Requip, tabl. powl., 2 mg|21 szt.|05909990013586|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|23,23|24,39|28,98|18,15|Choroba i zespół Parkinsona||30%|16,28
3320|Ropinirolum|Requip, tabl. powl., 5 mg|21 szt.|05909990013968|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|57,97|60,87|69,16|45,36|Choroba i zespół Parkinsona||30%|37,41
3321|Ropinirolum|Requip-Modutab, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990644728|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|29,15|30,61|36,20|24,19|Choroba i zespół Parkinsona||30%|19,27
3322|Ropinirolum|Requip-Modutab, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990644612|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|58,77|61,71|70,33|48,39|Choroba i zespół Parkinsona||30%|36,46
3323|Ropinirolum|Requip-Modutab, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990644636|2022-01-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|117,02|122,87|135,49|96,78|Choroba i zespół Parkinsona||30%|67,74
3324|Ropinirolum|Rolpryna SR, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990855766|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|31,32|32,89|38,48|24,19|Choroba i zespół Parkinsona||30%|21,55
3325|Ropinirolum|Rolpryna SR, tabl. o przedł. uwalnianiu, 2 mg|84 szt.|05909991033781|2021-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|78,84|82,78|93,46|72,58|Choroba i zespół Parkinsona||30%|42,65
3326|Ropinirolum|Rolpryna SR, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909991391485|2020-09-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|42,12|44,23|52,85|48,39|Choroba i zespół Parkinsona||30%|18,98
3327|Ropinirolum|Rolpryna SR, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990855773|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|62,64|65,77|74,39|48,39|Choroba i zespół Parkinsona||30%|40,52
3328|Ropinirolum|Rolpryna SR, tabl. o przedł. uwalnianiu, 4 mg|84 szt.|05909991033798|2021-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|157,68|165,56|180,23|145,16|Choroba i zespół Parkinsona||30%|78,62
3329|Ropinirolum|Rolpryna SR, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909991391683|2020-09-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|84,24|88,45|101,07|96,78|Choroba i zespół Parkinsona||30%|33,32
3330|Ropinirolum|Rolpryna SR, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990855780|2019-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|125,28|131,54|144,16|96,78|Choroba i zespół Parkinsona||30%|76,41
3331|Ropinirolum|Rolpryna SR, tabl. o przedł. uwalnianiu, 8 mg|84 szt.|05909991033804|2021-03-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|315,36|331,13|349,80|290,33|Choroba i zespół Parkinsona||30%|146,57
3332|Ropinirolum|Ropodrin, tabl. o przedłużonym uwalnianiu, 2 mg|28 szt.|05909990963874|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|29,70|31,19|36,78|24,19|Choroba i zespół Parkinsona||30%|19,85
3333|Ropinirolum|Ropodrin, tabl. o przedłużonym uwalnianiu, 4 mg|28 szt.|05909990964239|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|59,40|62,37|70,99|48,39|Choroba i zespół Parkinsona||30%|37,12
3334|Ropinirolum|Ropodrin, tabl. o przedłużonym uwalnianiu, 8 mg|28 szt.|05909990964321|2021-07-01|3 lata|170.0, Leki stosowane w chorobie Parkinsona - agoniści receptorów dopaminowych|118,80|124,74|137,36|96,78|Choroba i zespół Parkinsona||30%|69,61
3335|Rosuvastatinum|Crosuvo, tabl. powl., 10 mg|28 szt.|05909991021184|2020-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|5,68|5,96|8,26|8,26|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|2,48
3336|Rosuvastatinum|Crosuvo, tabl. powl., 20 mg|28 szt.|05909991021337|2020-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|11,50|12,08|15,99|15,99|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|4,80
3337|Rosuvastatinum|Crosuvo, tabl. powl., 40 mg|28 szt.|05909991021375|2020-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|22,64|23,77|29,87|29,87|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|8,96
3338|Rosuvastatinum|Ridlip, tabl. powl., 10 mg|28 szt.|05909991000141|2021-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|6,67|7,00|9,30|8,27|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|3,51
3339|Rosuvastatinum|Ridlip, tabletki powlekane, 10 mg|90 tabl.|05909991375799|2019-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|17,50|18,38|23,74|23,74|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|7,12
3340|Rosuvastatinum|Ridlip, tabl. powl., 20 mg|28 szt.|05909991000158|2021-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|13,35|14,02|17,92|16,54|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|6,34
3341|Rosuvastatinum|Ridlip, tabletki powlekane, 20 mg|90 tabl.|05909991375812|2019-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|34,99|36,74|45,02|45,02|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|13,51
3342|Rosuvastatinum|Ridlip, tabl. powl., 40 mg|28 szt.|05909991000165|2021-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|23,11|24,27|30,37|30,37|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|9,11
3343|Rosuvastatinum|Ridlip, tabl. powl., 5 mg|28 szt.|05909991000103|2021-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|3,34|3,51|4,71|4,13|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|1,82
3344|Rosuvastatinum|Ridlip, tabletki powlekane, 5 mg|90 tabl.|05909991375775|2019-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|8,75|9,19|12,58|12,58|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|3,77
3345|Rosuvastatinum|Romazic, tabl. powl., 10 mg|30 szt.|05909990919604|2021-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|6,12|6,43|8,86|8,86|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|2,66
3346|Rosuvastatinum|Romazic, tabl. powl., 15 mg|30 szt.|05909991435950|2021-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|9,17|9,63|13,02|13,02|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|3,91
3347|Rosuvastatinum|Romazic, tabl. powl., 20 mg|30 szt.|05909990919659|2021-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|12,42|13,04|17,11|17,11|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|5,13
3348|Rosuvastatinum|Romazic, tabl. powl., 30 mg|30 szt.|05909991435981|2021-05-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|18,35|19,27|24,63|24,63|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|7,39
3349|Rosuvastatinum|Romazic, tabl. powl., 40 mg|30 szt.|05909990919673|2021-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|24,52|25,75|32,11|32,11|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|9,63
3350|Rosuvastatinum|Romazic, tabl. powl., 5 mg|30 szt.|05909990919574|2021-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|3,07|3,22|4,50|4,43|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|1,40
3351|Rosuvastatinum|Rosutrox, tabl. powl., 10 mg|28 szt.|05909991085674|2020-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|5,79|6,08|8,38|8,27|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|2,59
3352|Rosuvastatinum|Rosutrox, tabl. powl., 10 mg|56 szt.|05909991085698|2019-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|11,58|12,16|16,06|16,06|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|4,82
3353|Rosuvastatinum|Rosutrox, tabl. powl., 20 mg|28 szt.|05909991085759|2020-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|11,57|12,15|16,05|16,05|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|4,82
3354|Rosuvastatinum|Rosutrox, tabl. powl., 20 mg|56 szt.|05909991085773|2019-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|23,16|24,32|30,42|30,42|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|9,13
3355|Rosuvastatinum|Rosutrox, tabl. powl., 40 mg|28 szt.|05909991085841|2020-01-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|23,13|24,29|30,39|30,39|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|9,12
3356|Rosuvastatinum|Rosutrox, tabl. powl., 40 mg|56 szt.|05909991085865|2019-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|46,31|48,63|57,93|57,93|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|17,38
3357|Rosuvastatinum|Rosutrox, tabl. powl., 5 mg|28 szt.|05909991085599|2019-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|2,88|3,02|4,22|4,13|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|1,33
3358|Rosuvastatinum|Rosutrox, tabl. powl., 5 mg|56 szt.|05909991085636|2019-03-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|5,79|6,08|8,38|8,27|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|2,59
3359|Rosuvastatinum|Rosuvastatin Aurovitas, tabl. powl., 10 mg|28 szt.|05909991425883|2021-09-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|5,69|5,97|8,27|8,27|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|2,48
3360|Rosuvastatinum|Rosuvastatin Aurovitas, tabl. powl., 20 mg|28 szt.|05909991425906|2021-09-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|11,38|11,95|15,84|15,84|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|4,75
3361|Rosuvastatinum|Rosuvastatin Aurovitas, tabl. powl., 40 mg|28 szt.|05909991425920|2021-09-01|3 lata|46.0, Leki wpływające na gospodarkę lipidową - inhibitory reduktazy HMG-CoA|22,77|23,91|30,01|30,01|We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji||30%|9,00
